65.11,0.34
70.95,5.24
69.33,4.76
74.93,5.03
74.81,5.40
74.77,5.58
75.02,5.10
76.28,5.09
76.08,4.09
89.06,3.25
80.08,4.05
70.56,6.73
65.11,0.34
70.95,5.24
68.19,4.79
75.10,4.67
76.38,4.92
74.67,5.21
76.43,4.60
76.90,4.90
75.88,4.44
86.58,3.36
76.16,5.80
74.35,3.17
