dataset,run,fold,classifier,percent_correct,training_time_ms,testing_time_ms
pima,10,5,MykNN1,67.53246753246754,8.057594299316406,3.451108932495117
pima,10,6,MykNN1,66.23376623376623,8.08572769165039,3.682374954223633
pima,10,7,MykNN1,79.22077922077922,7.935523986816406,3.420591354370117
pima,10,8,MykNN1,70.12987012987013,7.893562316894531,3.529071807861328
pima,10,9,MykNN1,76.31578947368422,8.379697799682617,3.402233123779297
pima,10,10,MykNN1,61.8421052631579,8.049726486206055,3.3884048461914062
pima,1,1,MykNN5,79.22077922077922,8.816003799438477,3.9038658142089844
pima,1,2,MykNN5,68.83116883116884,7.8125,3.8115978240966797
pima,1,3,MykNN5,77.92207792207793,9.065866470336914,3.795146942138672
pima,1,4,MykNN5,71.42857142857143,7.978677749633789,3.7734508514404297
pima,1,5,MykNN5,75.32467532467533,8.829593658447266,3.772258758544922
pima,1,6,MykNN5,79.22077922077922,7.929325103759766,3.6568641662597656
pima,1,7,MykNN5,71.42857142857143,8.610010147094727,3.6814212799072266
pima,1,8,MykNN5,77.92207792207793,7.97724723815918,3.7810802459716797
pima,1,9,MykNN5,76.31578947368422,8.776664733886719,3.561258316040039
pima,1,10,MykNN5,75.0,8.139371871948242,3.6542415618896484
pima,2,1,MykNN5,75.32467532467533,8.785486221313477,3.6339759826660156
pima,2,2,MykNN5,79.22077922077922,8.069276809692383,3.6504268646240234
pima,2,3,MykNN5,81.81818181818183,9.394168853759766,3.577709197998047
pima,2,4,MykNN5,75.32467532467533,8.414745330810547,3.4813880920410156
pima,2,5,MykNN5,72.72727272727273,8.119821548461914,3.638029098510742
pima,2,6,MykNN5,76.62337662337663,8.656501770019531,3.7751197814941406
pima,2,7,MykNN5,70.12987012987013,8.568525314331055,4.144430160522461
pima,2,8,MykNN5,76.62337662337663,8.402347564697266,3.8080215454101562
pima,2,9,MykNN5,67.10526315789474,8.877038955688477,3.7186145782470703
pima,2,10,MykNN5,77.63157894736842,8.572101593017578,3.729581832885742
pima,3,1,MykNN5,72.72727272727273,8.703947067260742,3.558635711669922
pima,3,2,MykNN5,77.92207792207793,8.387327194213867,3.492593765258789
pima,3,3,MykNN5,76.62337662337663,7.811784744262695,3.551959991455078
pima,3,4,MykNN5,81.81818181818183,8.456707000732422,3.679990768432617
pima,3,5,MykNN5,79.22077922077922,8.04758071899414,3.675699234008789
pima,3,6,MykNN5,70.12987012987013,7.990598678588867,3.730297088623047
pima,3,7,MykNN5,67.53246753246754,8.537054061889648,3.7255287170410156
pima,3,8,MykNN5,70.12987012987013,8.095026016235352,3.690958023071289
pima,3,9,MykNN5,77.63157894736842,7.981538772583008,3.6475658416748047
pima,3,10,MykNN5,80.26315789473685,8.480548858642578,3.6966800689697266
pima,4,1,MykNN5,74.02597402597402,8.23068618774414,3.941774368286133
pima,4,2,MykNN5,70.12987012987013,8.08095932006836,3.8149356842041016
pima,4,3,MykNN5,71.42857142857143,8.500099182128906,3.766298294067383
pima,4,4,MykNN5,71.42857142857143,8.058547973632812,3.7703514099121094
pima,4,5,MykNN5,77.92207792207793,8.117437362670898,3.773927688598633
pima,4,6,MykNN5,79.22077922077922,8.614301681518555,3.8285255432128906
pima,4,7,MykNN5,79.22077922077922,8.054018020629883,3.782987594604492
pima,4,8,MykNN5,75.32467532467533,8.265495300292969,3.8139820098876953
pima,4,9,MykNN5,69.73684210526315,8.617162704467773,3.726482391357422
pima,4,10,MykNN5,75.0,8.232355117797852,3.819704055786133
pima,5,1,MykNN5,71.42857142857143,8.298397064208984,3.8542747497558594
pima,5,2,MykNN5,79.22077922077922,13.632059097290039,11.549234390258789
pima,5,3,MykNN5,64.93506493506493,8.269071578979492,3.6063194274902344
pima,5,4,MykNN5,76.62337662337663,7.985353469848633,3.5593509674072266
pima,5,5,MykNN5,67.53246753246754,8.428573608398438,3.5359859466552734
pima,5,6,MykNN5,68.83116883116884,8.046627044677734,3.809213638305664
pima,5,7,MykNN5,75.32467532467533,8.173465728759766,3.8652420043945312
pima,5,8,MykNN5,83.11688311688312,8.646488189697266,3.801107406616211
pima,5,9,MykNN5,69.73684210526315,8.138179779052734,3.692150115966797
pima,5,10,MykNN5,81.57894736842105,8.169412612915039,3.6687850952148438
pima,6,1,MykNN5,75.32467532467533,8.170843124389648,3.9174556732177734
pima,6,2,MykNN5,72.72727272727273,8.74948501586914,3.685474395751953
pima,6,3,MykNN5,79.22077922077922,7.918834686279297,3.749370574951172
pima,6,4,MykNN5,68.83116883116884,8.623123168945312,3.770589828491211
pima,6,5,MykNN5,75.32467532467533,28.39183807373047,3.748655319213867
pima,6,6,MykNN5,72.72727272727273,7.977724075317383,3.778696060180664
pima,6,7,MykNN5,76.62337662337663,8.632898330688477,3.766298294067383
pima,6,8,MykNN5,76.62337662337663,8.005857467651367,3.6962032318115234
pima,6,9,MykNN5,71.05263157894737,8.756160736083984,3.5119056701660156
pima,6,10,MykNN5,76.31578947368422,7.820606231689453,3.7462711334228516
pima,7,1,MykNN5,68.83116883116884,8.478879928588867,3.7221908569335938
pima,7,2,MykNN5,74.02597402597402,8.112430572509766,3.774404525756836
pima,7,3,MykNN5,79.22077922077922,9.70005989074707,3.881692886352539
pima,7,4,MykNN5,71.42857142857143,8.326530456542969,3.831624984741211
pima,7,5,MykNN5,74.02597402597402,8.054971694946289,3.9463043212890625
pima,7,6,MykNN5,71.42857142857143,8.136272430419922,4.00853157043457
pima,7,7,MykNN5,71.42857142857143,28.342008590698242,3.8759708404541016
pima,7,8,MykNN5,74.02597402597402,8.316993713378906,3.7965774536132812
pima,7,9,MykNN5,80.26315789473685,8.543014526367188,4.034280776977539
pima,7,10,MykNN5,80.26315789473685,8.825540542602539,3.8251876831054688
pima,8,1,MykNN5,74.02597402597402,8.80289077758789,3.9665699005126953
pima,8,2,MykNN5,72.72727272727273,9.078025817871094,3.9958953857421875
pima,8,3,MykNN5,72.72727272727273,8.580446243286133,3.857135772705078
pima,8,4,MykNN5,76.62337662337663,10.509014129638672,3.9746761322021484
pima,8,5,MykNN5,74.02597402597402,9.23299789428711,3.905057907104492
pima,8,6,MykNN5,81.81818181818183,8.315324783325195,3.900766372680664
pima,8,7,MykNN5,74.02597402597402,9.097576141357422,3.926992416381836
pima,8,8,MykNN5,67.53246753246754,20.435094833374023,3.8852691650390625
pima,8,9,MykNN5,73.68421052631578,8.379220962524414,4.841804504394531
pima,8,10,MykNN5,84.21052631578947,8.824586868286133,3.6725997924804688
pima,9,1,MykNN5,72.72727272727273,8.17728042602539,3.834247589111328
pima,9,2,MykNN5,68.83116883116884,10.065555572509766,4.697561264038086
pima,9,3,MykNN5,76.62337662337663,16.394376754760742,6.486415863037109
pima,9,4,MykNN5,72.72727272727273,13.72385025024414,9.632349014282227
pima,9,5,MykNN5,76.62337662337663,16.743898391723633,4.039764404296875
pima,9,6,MykNN5,75.32467532467533,9.004831314086914,4.8847198486328125
pima,9,7,MykNN5,80.51948051948052,8.062362670898438,3.6470890045166016
pima,9,8,MykNN5,76.62337662337663,17.328739166259766,4.359245300292969
pima,9,9,MykNN5,64.47368421052632,9.537220001220703,4.164218902587891
pima,9,10,MykNN5,81.57894736842105,8.243322372436523,3.549814224243164
pima,10,1,MykNN5,74.02597402597402,9.908437728881836,4.395246505737305
pima,10,2,MykNN5,68.83116883116884,8.097648620605469,3.777027130126953
pima,10,3,MykNN5,77.92207792207793,8.083581924438477,3.7353038787841797
pima,10,4,MykNN5,87.01298701298701,8.81338119506836,3.689289093017578
pima,10,5,MykNN5,71.42857142857143,8.395910263061523,3.6911964416503906
pima,10,6,MykNN5,72.72727272727273,8.107900619506836,3.8335323333740234
pima,10,7,MykNN5,77.92207792207793,8.849382400512695,3.657102584838867
pima,10,8,MykNN5,70.12987012987013,8.156061172485352,3.6003589630126953
pima,10,9,MykNN5,80.26315789473685,9.840965270996094,16.67499542236328
pima,10,10,MykNN5,77.63157894736842,8.956670761108398,3.842592239379883
pima,1,1,MyNB,76.62337662337663,5.035638809204102,2.1309852600097656
pima,1,2,MyNB,74.02597402597402,4.635810852050781,2.162456512451172
pima,1,3,MyNB,75.32467532467533,4.46009635925293,2.004861831665039
pima,1,4,MyNB,77.92207792207793,4.4841766357421875,2.048492431640625
pima,1,5,MyNB,80.51948051948052,4.352331161499023,2.131223678588867
pima,1,6,MyNB,74.02597402597402,4.389762878417969,2.013683319091797
pima,1,7,MyNB,68.83116883116884,4.38380241394043,2.331972122192383
pima,1,8,MyNB,77.92207792207793,4.4803619384765625,2.2258758544921875
pima,1,9,MyNB,75.0,5.243778228759766,2.5777816772460938
pima,1,10,MyNB,69.73684210526315,4.495859146118164,2.978801727294922
pima,2,1,MyNB,67.53246753246754,4.6405792236328125,2.2766590118408203
pima,2,2,MyNB,76.62337662337663,4.456520080566406,2.305746078491211
pima,2,3,MyNB,72.72727272727273,4.470586776733398,2.3839473724365234
pima,2,4,MyNB,70.12987012987013,4.462242126464844,2.015352249145508
pima,2,5,MyNB,76.62337662337663,4.289865493774414,2.126455307006836
pima,2,6,MyNB,79.22077922077922,4.365205764770508,2.0372867584228516
pima,2,7,MyNB,74.02597402597402,4.33659553527832,1.9764900207519531
pima,2,8,MyNB,79.22077922077922,4.392385482788086,2.094268798828125
pima,2,9,MyNB,77.63157894736842,4.398822784423828,2.241849899291992
pima,2,10,MyNB,69.73684210526315,4.507780075073242,2.312898635864258
pima,3,1,MyNB,70.12987012987013,4.586458206176758,2.149343490600586
pima,3,2,MyNB,74.02597402597402,4.466772079467773,2.270221710205078
pima,3,3,MyNB,77.92207792207793,4.782199859619141,2.106904983520508
pima,3,4,MyNB,80.51948051948052,4.672527313232422,2.1915435791015625
pima,3,5,MyNB,67.53246753246754,4.364252090454102,2.2711753845214844
pima,3,6,MyNB,77.92207792207793,4.390716552734375,2.178192138671875
pima,3,7,MyNB,72.72727272727273,4.360198974609375,2.1562576293945312
pima,3,8,MyNB,79.22077922077922,4.352569580078125,2.0618438720703125
pima,3,9,MyNB,75.0,4.424095153808594,1.9643306732177734
pima,3,10,MyNB,75.0,4.619359970092773,2.2325515747070312
pima,4,1,MyNB,72.72727272727273,4.830837249755859,2.331256866455078
pima,4,2,MyNB,80.51948051948052,4.862308502197266,2.9168128967285156
pima,4,3,MyNB,68.83116883116884,4.530668258666992,2.3229122161865234
pima,4,4,MyNB,79.22077922077922,4.493236541748047,2.437591552734375
pima,4,5,MyNB,70.12987012987013,4.463434219360352,2.356290817260742
pima,4,6,MyNB,75.32467532467533,4.471302032470703,2.1598339080810547
pima,4,7,MyNB,75.32467532467533,4.466056823730469,2.2559165954589844
pima,4,8,MyNB,75.32467532467533,4.495143890380859,2.3136138916015625
pima,4,9,MyNB,76.31578947368422,4.554271697998047,2.183198928833008
pima,4,10,MyNB,76.31578947368422,5.023956298828125,2.259969711303711
pima,5,1,MyNB,66.23376623376623,4.670619964599609,2.3212432861328125
pima,5,2,MyNB,75.32467532467533,4.476785659790039,2.3126602172851562
pima,5,3,MyNB,77.92207792207793,4.4574737548828125,2.2950172424316406
pima,5,4,MyNB,72.72727272727273,4.663228988647461,2.2788047790527344
pima,5,5,MyNB,77.92207792207793,4.663944244384766,2.2690296173095703
pima,5,6,MyNB,72.72727272727273,4.39143180847168,2.339601516723633
pima,5,7,MyNB,80.51948051948052,4.369258880615234,2.3224353790283203
pima,5,8,MyNB,72.72727272727273,4.325389862060547,2.287626266479492
pima,5,9,MyNB,71.05263157894737,4.493236541748047,2.23541259765625
pima,5,10,MyNB,78.94736842105263,4.497051239013672,2.2614002227783203
pima,6,1,MyNB,74.02597402597402,4.729986190795898,2.1882057189941406
pima,6,2,MyNB,80.51948051948052,4.523754119873047,2.3000240325927734
pima,6,3,MyNB,76.62337662337663,4.390478134155273,2.3086071014404297
pima,6,4,MyNB,75.32467532467533,4.430055618286133,2.3581981658935547
pima,6,5,MyNB,76.62337662337663,4.510402679443359,2.2630691528320312
pima,6,6,MyNB,71.42857142857143,4.496097564697266,2.283811569213867
pima,6,7,MyNB,79.22077922077922,4.429101943969727,2.1047592163085938
pima,6,8,MyNB,71.42857142857143,4.510164260864258,2.263784408569336
pima,6,9,MyNB,64.47368421052632,4.4002532958984375,2.1724700927734375
pima,6,10,MyNB,78.94736842105263,4.363775253295898,2.2339820861816406
pima,7,1,MyNB,74.02597402597402,4.690647125244141,2.1271705627441406
pima,7,2,MyNB,76.62337662337663,7.99560546875,2.2165775299072266
pima,7,3,MyNB,66.23376623376623,4.416227340698242,2.2635459899902344
pima,7,4,MyNB,72.72727272727273,4.431009292602539,2.3949146270751953
pima,7,5,MyNB,81.81818181818183,4.434823989868164,2.292633056640625
pima,7,6,MyNB,77.92207792207793,4.366874694824219,2.3040771484375
pima,7,7,MyNB,72.72727272727273,4.428863525390625,2.3412704467773438
pima,7,8,MyNB,70.12987012987013,4.394769668579102,2.323627471923828
pima,7,9,MyNB,69.73684210526315,4.389524459838867,2.2125244140625
pima,7,10,MyNB,84.21052631578947,4.43577766418457,2.0341873168945312
pima,8,1,MyNB,79.22077922077922,5.222797393798828,1.9817352294921875
pima,8,2,MyNB,79.22077922077922,4.422903060913086,2.03704833984375
pima,8,3,MyNB,72.72727272727273,4.411458969116211,4.817008972167969
pima,8,4,MyNB,70.12987012987013,4.478693008422852,2.328157424926758
pima,8,5,MyNB,74.02597402597402,11.61646842956543,4.485368728637695
pima,8,6,MyNB,74.02597402597402,5.322694778442383,1.9736289978027344
pima,8,7,MyNB,71.42857142857143,4.378318786621094,2.6786327362060547
pima,8,8,MyNB,76.62337662337663,4.320621490478516,1.9915103912353516
pima,8,9,MyNB,72.36842105263158,4.509449005126953,1.9643306732177734
pima,8,10,MyNB,75.0,4.3392181396484375,2.202272415161133
pima,9,1,MyNB,72.72727272727273,4.810094833374023,2.0017623901367188
pima,9,2,MyNB,83.11688311688312,4.443645477294922,2.0203590393066406
pima,9,3,MyNB,72.72727272727273,5.8650970458984375,8.666038513183594
pima,9,4,MyNB,68.83116883116884,4.490375518798828,2.5725364685058594
pima,9,5,MyNB,75.32467532467533,4.434108734130859,2.234220504760742
pima,9,6,MyNB,72.72727272727273,4.359245300292969,2.286672592163086
pima,9,7,MyNB,70.12987012987013,4.398584365844727,2.2971630096435547
pima,9,8,MyNB,81.81818181818183,4.33659553527832,2.3157596588134766
pima,9,9,MyNB,77.63157894736842,4.480600357055664,2.2864341735839844
pima,9,10,MyNB,73.68421052631578,4.477739334106445,2.238750457763672
pima,10,1,MyNB,68.83116883116884,4.647731781005859,2.0024776458740234
pima,10,2,MyNB,76.62337662337663,4.7130584716796875,2.031087875366211
pima,10,3,MyNB,72.72727272727273,4.4269561767578125,2.1109580993652344
pima,10,4,MyNB,80.51948051948052,4.3487548828125,2.3174285888671875
pima,10,5,MyNB,72.72727272727273,14.25480842590332,2.276897430419922
pima,10,6,MyNB,80.51948051948052,4.457712173461914,2.28118896484375
pima,10,7,MyNB,64.93506493506493,4.388570785522461,2.069234848022461
pima,10,8,MyNB,72.72727272727273,4.315853118896484,1.9125938415527344
pima,10,9,MyNB,80.26315789473685,4.3468475341796875,2.0627975463867188
pima,10,10,MyNB,84.21052631578947,4.335165023803711,1.9447803497314453
pima-CFS,1,1,MykNN1,67.53246753246754,5.3539276123046875,3.322124481201172
pima-CFS,1,2,MykNN1,67.53246753246754,5.657196044921875,3.221750259399414
pima-CFS,1,3,MykNN1,62.33766233766234,5.481958389282227,3.052234649658203
pima-CFS,1,4,MykNN1,58.44155844155844,5.526065826416016,3.139495849609375
pima-CFS,1,5,MykNN1,64.93506493506493,6.075143814086914,3.2596588134765625
pima-CFS,1,6,MykNN1,76.62337662337663,5.637645721435547,3.2629966735839844
pima-CFS,1,7,MykNN1,80.51948051948052,5.309820175170898,3.172159194946289
pima-CFS,1,8,MykNN1,63.63636363636363,5.242109298706055,3.171205520629883
pima-CFS,1,9,MykNN1,68.42105263157895,5.6819915771484375,6.789922714233398
pima-CFS,1,10,MykNN1,67.10526315789474,9.337425231933594,2.9821395874023438
pima-CFS,2,1,MykNN1,63.63636363636363,5.822181701660156,3.2074451446533203
pima-CFS,2,2,MykNN1,68.83116883116884,5.643606185913086,3.2024383544921875
pima-CFS,2,3,MykNN1,66.23376623376623,5.655527114868164,3.2486915588378906
pima-CFS,2,4,MykNN1,67.53246753246754,5.624532699584961,3.1778812408447266
pima-CFS,2,5,MykNN1,71.42857142857143,5.635261535644531,3.1838417053222656
pima-CFS,2,6,MykNN1,71.42857142857143,5.676746368408203,3.1626224517822266
pima-CFS,2,7,MykNN1,67.53246753246754,5.609750747680664,3.2351016998291016
pima-CFS,2,8,MykNN1,67.53246753246754,5.664825439453125,3.2281875610351562
pima-CFS,2,9,MykNN1,67.10526315789474,5.647420883178711,3.452301025390625
pima-CFS,2,10,MykNN1,68.42105263157895,5.663156509399414,3.1898021697998047
pima-CFS,3,1,MykNN1,74.02597402597402,5.485057830810547,3.159046173095703
pima-CFS,3,2,MykNN1,64.93506493506493,5.61070442199707,3.1707286834716797
pima-CFS,3,3,MykNN1,75.32467532467533,5.515575408935547,3.139495849609375
pima-CFS,3,4,MykNN1,63.63636363636363,5.645036697387695,3.1626224517822266
pima-CFS,3,5,MykNN1,72.72727272727273,5.3119659423828125,3.1719207763671875
pima-CFS,3,6,MykNN1,61.038961038961034,5.614995956420898,3.298044204711914
pima-CFS,3,7,MykNN1,76.62337662337663,5.32841682434082,3.219127655029297
pima-CFS,3,8,MykNN1,66.23376623376623,7.872581481933594,3.3712387084960938
pima-CFS,3,9,MykNN1,56.57894736842105,5.696535110473633,3.216981887817383
pima-CFS,3,10,MykNN1,68.42105263157895,5.6324005126953125,3.190755844116211
pima-CFS,4,1,MykNN1,71.42857142857143,5.795001983642578,3.24249267578125
pima-CFS,4,2,MykNN1,71.42857142857143,5.6591033935546875,3.241300582885742
pima-CFS,4,3,MykNN1,62.33766233766234,5.302667617797852,3.2470226287841797
pima-CFS,4,4,MykNN1,64.93506493506493,5.536556243896484,3.2110214233398438
pima-CFS,4,5,MykNN1,68.83116883116884,5.649328231811523,3.185272216796875
pima-CFS,4,6,MykNN1,67.53246753246754,5.994081497192383,16.31307601928711
pima-CFS,4,7,MykNN1,67.53246753246754,5.528450012207031,3.1239986419677734
pima-CFS,4,8,MykNN1,68.83116883116884,5.206823348999023,3.0057430267333984
pima-CFS,4,9,MykNN1,68.42105263157895,5.5828094482421875,3.0715465545654297
pima-CFS,4,10,MykNN1,64.47368421052632,5.273580551147461,3.0694007873535156
pima-CFS,5,1,MykNN1,64.93506493506493,5.802392959594727,3.2203197479248047
pima-CFS,5,2,MykNN1,68.83116883116884,5.291461944580078,3.188610076904297
pima-CFS,5,3,MykNN1,62.33766233766234,5.357027053833008,3.2088756561279297
pima-CFS,5,4,MykNN1,71.42857142857143,5.682229995727539,3.228902816772461
pima-CFS,5,5,MykNN1,66.23376623376623,5.135297775268555,3.021240234375
pima-CFS,5,6,MykNN1,68.83116883116884,5.531787872314453,3.0312538146972656
pima-CFS,5,7,MykNN1,64.93506493506493,5.248069763183594,3.0252933502197266
pima-CFS,5,8,MykNN1,75.32467532467533,5.572080612182617,3.082752227783203
pima-CFS,5,9,MykNN1,78.94736842105263,5.243778228759766,2.9747486114501953
pima-CFS,5,10,MykNN1,64.47368421052632,5.896091461181641,3.1003952026367188
pima-CFS,6,1,MykNN1,59.74025974025974,5.4264068603515625,3.2587051391601562
pima-CFS,6,2,MykNN1,74.02597402597402,5.65648078918457,3.16619873046875
pima-CFS,6,3,MykNN1,64.93506493506493,5.368709564208984,3.1163692474365234
pima-CFS,6,4,MykNN1,72.72727272727273,5.6400299072265625,3.127574920654297
pima-CFS,6,5,MykNN1,64.93506493506493,5.288124084472656,3.3004283905029297
pima-CFS,6,6,MykNN1,72.72727272727273,5.674839019775391,3.141641616821289
pima-CFS,6,7,MykNN1,74.02597402597402,5.317449569702148,3.1900405883789062
pima-CFS,6,8,MykNN1,66.23376623376623,5.624532699584961,3.236532211303711
pima-CFS,6,9,MykNN1,68.42105263157895,6.193399429321289,3.202199935913086
pima-CFS,6,10,MykNN1,63.1578947368421,5.658626556396484,3.1294822692871094
pima-CFS,7,1,MykNN1,66.23376623376623,5.419015884399414,3.145456314086914
pima-CFS,7,2,MykNN1,55.84415584415584,5.65648078918457,3.1876564025878906
pima-CFS,7,3,MykNN1,75.32467532467533,19.765377044677734,3.213167190551758
pima-CFS,7,4,MykNN1,64.93506493506493,5.314826965332031,3.133535385131836
pima-CFS,7,5,MykNN1,68.83116883116884,5.676031112670898,3.172636032104492
pima-CFS,7,6,MykNN1,70.12987012987013,5.237102508544922,3.113985061645508
